instance_id,source,gold_label,predicted_verdict,raw_verdict,explanation,confidence,raw_response,prompt_tokens,completion_tokens,cost_usd,latency_seconds,n_search_invocations,search_queries,triage_route,metadata_agent_called,db_source_matched,error
30,iclr2026,fabricated,fabricated,fabricated,"A search for the paper titled 'Atcn: an attention-based temporal convolutional network for remaining useful life prediction' by authors Sardar Asif, Saad Ghayas, Waqar Ahmad, and Faisal Aadil in 'The Journal of Supercomputing' (2022) yielded no results. Additionally, no records of these authors publishing together in this journal were found. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Atcn: an attention-based temporal convolutional network for remaining useful life prediction' by authors Sardar Asif, Saad Ghayas, Waqar Ahmad, and Faisal Aadil in 'The Journal of Supercomputing' (2022) yielded no results. Additionally, no records of these authors publishing together in this journal were found. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",809,141,0.028432,4.814,1,"[""Atcn: an attention-based temporal convolutional network for remaining useful life prediction Sardar Asif""]",,False,,
31,s2_real,valid,valid,valid,"The provided reference includes a valid DOI (10.1109/TUFFC.2020.3015153) that corresponds to the paper titled 'Compensation of Temperature Effects on Lamb Waves Using Mode Decomposition and a Nonlinear Model' by Ahmad B. Zoubi and V. J. Mathews, published in the IEEE Transactions on Ultrasonics, Ferroelectrics and Frequency Control in 2020. The title, authors, year, venue, and DOI are all consistent and accurately describe an existing paper.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The provided reference includes a valid DOI (10.1109/TUFFC.2020.3015153) that corresponds to the paper titled 'Compensation of Temperature Effects on Lamb Waves Using Mode Decomposition and a Nonlinear Model' by Ahmad B. Zoubi and V. J. Mathews, published in the IEEE Transactions on Ultrasonics, Ferroelectrics and Frequency Control in 2020. The title, authors, year, venue, and DOI are all consistent and accurately describe an existing paper."",
  ""confidence"": ""high""
} ",873,154,0.028723,4.439,1,"[""10.1109/TUFFC.2020.3015153""]",,False,,
32,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Promises and challenges of anticancer drugs that target the epigenome' authored by I. Verbrugge, R. Johnstone, and M. Bots, published in the journal Epigenomics in 2011. The DOI 10.2217/epi.11.82 correctly resolves to this paper.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Promises and challenges of anticancer drugs that target the epigenome' authored by I. Verbrugge, R. Johnstone, and M. Bots, published in the journal Epigenomics in 2011. The DOI 10.2217/epi.11.82 correctly resolves to this paper."",
  ""confidence"": ""high""
} ",838,146,0.028555,6.663,1,"[""Promises and challenges of anticancer drugs that target the epigenome I. Verbrugge, R. Johnstone, M. Bots DOI: 10.2217/epi.11.82""]",,False,,
33,s2_real,valid,valid,valid,"The provided reference details a paper titled 'Investigation of the relationship between social appearance anxiety and perceived social support in patients with burns' authored by Hatice Ayhan, Adile Savsar, Sibel Yilmaz Sahin, and E. Iyigun, published in the journal 'Burns' in 2021. The DOI 10.1016/j.burns.2021.08.020 corresponds to this publication, confirming its existence and the accuracy of the citation details.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The provided reference details a paper titled 'Investigation of the relationship between social appearance anxiety and perceived social support in patients with burns' authored by Hatice Ayhan, Adile Savsar, Sibel Yilmaz Sahin, and E. Iyigun, published in the journal 'Burns' in 2021. The DOI 10.1016/j.burns.2021.08.020 corresponds to this publication, confirming its existence and the accuracy of the citation details."",
  ""confidence"": ""high""
} ",855,150,0.028638,3.649,1,"[""10.1016/j.burns.2021.08.020""]",,False,,
34,s2_real,valid,valid,valid,"The reference describes a real paper titled 'The Screening Test for Aphasia and Dysarthria (STAD) for Patients with Neurological Communicative Disorders: A Large-Scale, Multicenter Validation Study in Japan' by authors K. Araki, Y. Hirano, M. Kozono, J. Fujitani, and E. Shimizu, published in 'Folia Phoniatrica et Logopaedica' in 2022, with DOI 10.1159/000519381. The provided reference lists the year as 2021, which corresponds to the online publication date, while the print version was published in 2022. All other details, including the title, authors, venue, and DOI, are accurate and consisten",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'The Screening Test for Aphasia and Dysarthria (STAD) for Patients with Neurological Communicative Disorders: A Large-Scale, Multicenter Validation Study in Japan' by authors K. Araki, Y. Hirano, M. Kozono, J. Fujitani, and E. Shimizu, published in 'Folia Phoniatrica et Logopaedica' in 2022, with DOI 10.1159/000519381. The provided reference lists the year as 2021, which corresponds to the online publication date, while the print version was published in 2022. All other details, including the title, authors, venue, and DOI, are accurate and consistent with the actual publication."",
  ""confidence"": ""high""
} ",922,204,0.029345,6.539,1,"[""10.1159/000519381""]",,False,,
35,s2_real,valid,valid,valid,"The reference provides a DOI (10.1007/s40003-023-00665-8) that corresponds to the article titled 'Drought and Socioeconomic Drivers of Crop Diversity in India: A Panel Analysis' by authors Arup Jana and Aparajita Chattopadhyay, published in the journal Agricultural Research in 2023. This information is consistent with the details provided in the reference.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference provides a DOI (10.1007/s40003-023-00665-8) that corresponds to the article titled 'Drought and Socioeconomic Drivers of Crop Diversity in India: A Panel Analysis' by authors Arup Jana and Aparajita Chattopadhyay, published in the journal Agricultural Research in 2023. This information is consistent with the details provided in the reference."",
  ""confidence"": ""high""
} ",834,150,0.028585,4.75,1,"[""Drought and Socioeconomic Drivers of Crop Diversity in India: A Panel Analysis DOI 10.1007/s40003-023-00665-8""]",,False,,
36,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Chelation-assisted de-aryloxylative amination of 2-aryloxy quinolines: a new synthetic route to a key fragment of a bioactive PRMT5 inhibitor' authored by Aniket Gupta, Jogendra Kumar, and Sukalyan Bhadra, published in 2018 in 'Organic & Biomolecular Chemistry' with DOI 10.1039/c8ob00911b. All details match the actual publication.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Chelation-assisted de-aryloxylative amination of 2-aryloxy quinolines: a new synthetic route to a key fragment of a bioactive PRMT5 inhibitor' authored by Aniket Gupta, Jogendra Kumar, and Sukalyan Bhadra, published in 2018 in 'Organic & Biomolecular Chemistry' with DOI 10.1039/c8ob00911b. All details match the actual publication."",
  ""confidence"": ""high""
} ",895,184,0.029077,10.551,1,"[""Chelation-assisted de-aryloxylative amination of 2-aryloxy quinolines: a new synthetic route to a key fragment of a bioactive PRMT5 inhibitor DOI 10.1039/c8ob00911b""]",,False,,
37,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Strategies of molecular diversity assessment to infer morphophysiological and adaptive diversity of germplasm accessions: an alfalfa case study' by authors P. Annicchiarico, E. Brummer, M. Carelli, and N. Nazzicari, published in Euphytica in 2020. The DOI 10.1007/s10681-020-02637-3 corresponds to this paper, confirming its existence and the accuracy of the provided details.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Strategies of molecular diversity assessment to infer morphophysiological and adaptive diversity of germplasm accessions: an alfalfa case study' by authors P. Annicchiarico, E. Brummer, M. Carelli, and N. Nazzicari, published in Euphytica in 2020. The DOI 10.1007/s10681-020-02637-3 corresponds to this paper, confirming its existence and the accuracy of the provided details."",
  ""confidence"": ""high""
} ",887,157,0.028788,3.183,1,"[""10.1007/s10681-020-02637-3""]",,False,,
38,s2_real,valid,valid,valid,"The DOI 10.1134/S0012496613040054 corresponds to a paper titled 'Involvement of microtubules in the effects of glutoxim and molixan on the intracellular concentration of Ca2+ in macrophages' by authors Z. Krutetskaya, L. S. Kurilova, V. Antonov, and A. D. Nozdrachev, published in 2013 in Doklady Biological Sciences. The provided reference details match this information, confirming its validity.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The DOI 10.1134/S0012496613040054 corresponds to a paper titled 'Involvement of microtubules in the effects of glutoxim and molixan on the intracellular concentration of Ca2+ in macrophages' by authors Z. Krutetskaya, L. S. Kurilova, V. Antonov, and A. D. Nozdrachev, published in 2013 in Doklady Biological Sciences. The provided reference details match this information, confirming its validity."",
  ""confidence"": ""high""
} ",895,153,0.028768,6.211,1,"[""10.1134/S0012496613040054""]",,False,,
39,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Modeling and control of freeway traffic flow by state space neural networks' by Bart De Schutter and Serge P Hoogendoorn in 'Neural Computing and Applications' (2008) yielded no results. Additionally, no evidence was found of such a publication in that journal or by these authors in 2008.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Modeling and control of freeway traffic flow by state space neural networks' by Bart De Schutter and Serge P Hoogendoorn in 'Neural Computing and Applications' (2008) yielded no results. Additionally, no evidence was found of such a publication in that journal or by these authors in 2008."",
  ""confidence"": ""high""
} ",779,135,0.028298,5.179,1,"[""Modeling and control of freeway traffic flow by state space neural networks Bart De Schutter Serge P Hoogendoorn Neural Computing and Applications 2008""]",,False,,
40,neurips,fabricated,valid,valid,"The reference describes a real paper titled 'Maskgpt: Uniform denoising diffusion for language' authored by Sheng Shi et al., published as an arXiv preprint in 2024. The arXiv ID is partially redacted as 'arXiv:2401.XXXX', but the available information matches existing records.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Maskgpt: Uniform denoising diffusion for language' authored by Sheng Shi et al., published as an arXiv preprint in 2024. The arXiv ID is partially redacted as 'arXiv:2401.XXXX', but the available information matches existing records."",
  ""confidence"": ""high""
} ",775,122,0.028158,4.841,1,"[""Maskgpt: Uniform denoising diffusion for language arXiv:2401.XXXX""]",,False,,
41,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Fedclip: A federated learning framework for vision-language models' by Yijie Zang at NeurIPS 2023 yielded no results. Additionally, there is no record of such a paper in the NeurIPS 2023 proceedings, and no arXiv preprint or DOI is provided to verify its existence.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Fedclip: A federated learning framework for vision-language models' by Yijie Zang at NeurIPS 2023 yielded no results. Additionally, there is no record of such a paper in the NeurIPS 2023 proceedings, and no arXiv preprint or DOI is provided to verify its existence."",
  ""confidence"": ""high""
} ",761,132,0.028223,4.303,1,"[""Fedclip: A federated learning framework for vision-language models Yijie Zang NeurIPS 2023""]",,False,,
